日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2022-08-19,'000016,上证50,2750.6305,2772.2248,2750.063,2755.0871,2759.2944,-8.6639,-0.314,,28186658,65239909719.0,,
2022-08-18,'000016,上证50,2759.2944,2783.7582,2751.4818,2778.1255,2785.8529,-26.5585,-0.9533,,22583132,51799985787.0,,
2022-08-17,'000016,上证50,2785.8529,2791.7069,2751.0168,2773.3874,2769.2609,16.592,0.5991,,28030548,54766826776.0,,
2022-08-16,'000016,上证50,2769.2609,2793.2692,2764.6563,2785.9414,2782.666,-13.4051,-0.4817,,23477494,55102694411.0,,
2022-08-15,'000016,上证50,2782.666,2811.2371,2779.6263,2787.5077,2796.8887,-14.2227,-0.5085,,26458290,55591479150.0,,
2022-08-12,'000016,上证50,2796.8887,2802.5757,2774.9649,2780.0481,2787.0631,9.8256,0.3525,,26662477,54831015036.0,,
2022-08-11,'000016,上证50,2787.0631,2787.3653,2737.8752,2744.6807,2730.9608,56.1023,2.0543,,29472385,66652794990.0,,
2022-08-10,'000016,上证50,2730.9608,2770.498,2719.6085,2762.3643,2764.068,-33.1072,-1.1978,,22936910,53349296020.0,,
2022-08-09,'000016,上证50,2764.068,2769.7297,2752.4868,2760.2361,2761.1571,2.9109,0.1054,,21903695,51085166304.0,,
2022-08-08,'000016,上证50,2761.1571,2771.3566,2751.3649,2762.316,2774.3351,-13.178,-0.475,,23846182,54567025150.0,,
2022-08-05,'000016,上证50,2774.3351,2777.1068,2738.1418,2748.649,2741.0872,33.2479,1.2129,,28242294,62341987756.0,,
2022-08-04,'000016,上证50,2741.0872,2743.6151,2717.7852,2724.8043,2710.7238,30.3634,1.1201,,26974489,61032417157.0,,
2022-08-03,'000016,上证50,2710.7238,2755.6793,2705.9495,2735.1587,2730.7553,-20.0315,-0.7336,,30843803,69889917972.0,,
2022-08-02,'000016,上证50,2730.7553,2757.1929,2705.7303,2757.1929,2781.6822,-50.9269,-1.8308,,38548568,72447651730.0,,
2022-08-01,'000016,上证50,2781.6822,2794.1793,2763.5804,2785.6929,2792.3287,-10.6465,-0.3813,,28003765,59876353755.0,,
2022-07-29,'000016,上证50,2792.3287,2849.2474,2784.5712,2827.4744,2827.1067,-34.778,-1.2302,,33568668,67290565443.0,,
2022-07-28,'000016,上证50,2827.1067,2861.5193,2826.5348,2839.2535,2829.9217,-2.815,-0.0995,,28466460,64358462646.0,,
2022-07-27,'000016,上证50,2829.9217,2847.8566,2825.6163,2847.0085,2854.6387,-24.717,-0.8659,,22851265,54040051160.0,,
2022-07-26,'000016,上证50,2854.6387,2864.462,2843.0027,2845.1395,2837.2596,17.3791,0.6125,,25431635,54799248822.0,,
2022-07-25,'000016,上证50,2837.2596,2846.9779,2829.2361,2846.8323,2848.436,-11.1764,-0.3924,,21598772,46782168201.0,,
2022-07-22,'000016,上证50,2848.436,2869.3621,2828.6452,2845.9245,2836.6615,11.7745,0.4151,,27685924,58284600844.0,,
2022-07-21,'000016,上证50,2836.6615,2866.3135,2836.2365,2862.8668,2874.0775,-37.416,-1.3018,,31975666,59544814678.0,,
2022-07-20,'000016,上证50,2874.0775,2887.9394,2867.5907,2883.5151,2865.6029,8.4746,0.2957,,25435960,54309122279.0,,
2022-07-19,'000016,上证50,2865.6029,2876.4039,2839.0566,2876.3168,2878.6393,-13.0364,-0.4529,,31837183,60686230006.0,,
2022-07-18,'000016,上证50,2878.6393,2880.7514,2826.1258,2849.9879,2839.3936,39.2457,1.3822,,37044128,73808619626.0,,
2022-07-15,'000016,上证50,2839.3936,2912.3201,2839.3936,2873.8149,2895.299,-55.9054,-1.9309,,46688478,87698249403.0,,
2022-07-14,'000016,上证50,2895.299,2916.1832,2882.5708,2906.481,2914.2949,-18.9959,-0.6518,,47853249,84992875731.0,,
2022-07-13,'000016,上证50,2914.2949,2930.3893,2902.6638,2918.3473,2922.0045,-7.7096,-0.2638,,41584475,74213608922.0,,
2022-07-12,'000016,上证50,2922.0045,2953.7038,2910.4511,2942.5193,2942.2959,-20.2914,-0.6896,,38270400,74996181537.0,,
2022-07-11,'000016,上证50,2942.2959,2974.3586,2930.1034,2974.3586,2993.3063,-51.0104,-1.7041,,44212391,82810321481.0,,
2022-07-08,'000016,上证50,2993.3063,3022.3479,2992.6274,3012.8817,2989.2081,4.0982,0.1371,,34455297,77736661889.0,,
2022-07-07,'000016,上证50,2989.2081,3005.0045,2968.3475,2994.3623,2996.7279,-7.5198,-0.2509,,36006411,79829716764.0,,
2022-07-06,'000016,上证50,2996.7279,3041.4895,2979.3304,3041.4895,3052.1113,-55.3834,-1.8146,,44206693,94508528370.0,,
2022-07-05,'000016,上证50,3052.1113,3078.3979,3018.1923,3058.4295,3050.1516,1.9597,0.0642,,45992567,99185306872.0,,
2022-07-04,'000016,上证50,3050.1516,3051.0556,3011.3324,3031.0597,3045.2687,4.8829,0.1603,,40903798,97466331431.0,,
2022-07-01,'000016,上证50,3045.2687,3072.8545,3033.5987,3066.5852,3058.3976,-13.1289,-0.4293,,45684763,87637031321.0,,
2022-06-30,'000016,上证50,3058.3976,3085.2215,3001.8126,3001.8126,3009.2359,49.1617,1.6337,,43874919,1.00136520415e+11,,
2022-06-29,'000016,上证50,3009.2359,3050.4512,3001.278,3029.3837,3039.4133,-30.1774,-0.9929,,50725385,1.01279709916e+11,,
2022-06-28,'000016,上证50,3039.4133,3044.5444,2991.5418,3012.6224,3013.948,25.4653,0.8449,,54792326,1.00324931233e+11,,
2022-06-27,'000016,上证50,3013.948,3034.6857,2991.1018,2991.1018,2974.7537,39.1943,1.3176,,61419225,1.14054583959e+11,,
2022-06-24,'000016,上证50,2974.7537,2983.6114,2944.1919,2945.289,2935.8829,38.8708,1.324,,63000143,1.08034464024e+11,,
2022-06-23,'000016,上证50,2935.8829,2936.6437,2896.7226,2896.7226,2892.2861,43.5968,1.5073,,62859404,92505278987.0,,
2022-06-22,'000016,上证50,2892.2861,2932.0561,2890.7589,2932.0561,2926.475,-34.1889,-1.1683,,56598161,84084549921.0,,
2022-06-21,'000016,上证50,2926.475,2945.6986,2902.3778,2924.1463,2924.9151,1.5599,0.0533,,55889183,90988264209.0,,
2022-06-20,'000016,上证50,2924.9151,2951.0654,2904.3833,2935.2231,2936.1999,-11.2848,-0.3843,,45610418,92728618368.0,,
2022-06-17,'000016,上证50,2936.1999,2943.3241,2876.5108,2876.5108,2891.3354,44.8645,1.5517,,40393929,93115676928.0,,
2022-06-16,'000016,上证50,2891.3354,2936.468,2888.7351,2927.1608,2923.9889,-32.6535,-1.1167,,47081868,90668012027.0,,
2022-06-15,'000016,上证50,2923.9889,2971.36,2882.1512,2882.1512,2882.7031,41.2858,1.4322,,67945052,1.35234883007e+11,,
