日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2022-08-19,'399001,深证成指,12358.5453,12521.7589,12358.5453,12504.4838,12517.3202,-158.7749,-1.2684,,15213686103,2.74302309155e+11,,
2022-08-18,'399001,深证成指,12517.3202,12576.618,12496.7857,12557.3402,12595.4626,-78.1424,-0.6204,,14022827192,2.603652475e+11,,
2022-08-17,'399001,深证成指,12595.4626,12611.4889,12391.4453,12481.7051,12470.1139,125.3487,1.0052,,15450268531,2.80653289873e+11,,
2022-08-16,'399001,深证成指,12470.1139,12553.6915,12441.9647,12470.6489,12460.2212,9.8927,0.0794,,13304203392,2.48489250351e+11,,
2022-08-15,'399001,深证成指,12460.2212,12531.7657,12386.1617,12392.4975,12419.3906,40.8306,0.3288,,13212573608,2.59389792816e+11,,
2022-08-12,'399001,深证成指,12419.3906,12493.7845,12417.4935,12453.3988,12474.0325,-54.6419,-0.438,,14064824755,2.41128273683e+11,,
2022-08-11,'399001,深证成指,12474.0325,12475.171,12231.0785,12287.7999,12223.5137,250.5188,2.0495,,15204364665,2.83011514493e+11,,
2022-08-10,'399001,深证成指,12223.5137,12347.1499,12166.2309,12302.5676,12331.0944,-107.5807,-0.8724,,11821659388,2.45382237188e+11,,
2022-08-09,'399001,深证成指,12331.0944,12333.3834,12235.8314,12277.442,12302.1516,28.9428,0.2353,,11678225121,2.36849218796e+11,,
2022-08-08,'399001,深证成指,12302.1516,12304.2335,12219.0249,12239.8681,12269.213,32.9386,0.2685,,12121028700,2.46146691206e+11,,
2022-08-05,'399001,深证成指,12269.213,12275.9568,12051.4045,12088.6495,12065.2224,203.9906,1.6907,,13382436466,2.60675337217e+11,,
2022-08-04,'399001,深证成指,12065.2224,12103.382,11926.5136,12055.3455,11982.2567,82.9657,0.6924,,11370526257,2.24381928299e+11,,
2022-08-03,'399001,深证成指,11982.2567,12294.876,11946.4646,12148.236,12120.021,-137.7643,-1.1367,,15140235961,2.88740246233e+11,,
2022-08-02,'399001,深证成指,12120.021,12273.3666,12008.1733,12260.4535,12413.871,-293.85,-2.3671,,18228422842,3.11602143841e+11,,
2022-08-01,'399001,深证成指,12413.871,12420.2292,12158.8516,12243.3271,12266.9201,146.9509,1.1979,,13391343988,2.64915853139e+11,,
2022-07-29,'399001,深证成指,12266.9201,12460.1938,12245.2148,12439.4071,12428.7225,-161.8024,-1.3018,,14476095793,2.6461497378e+11,,
2022-07-28,'399001,深证成指,12428.7225,12550.8979,12407.0737,12467.7595,12399.694,29.0285,0.2341,,15187482896,2.62972598246e+11,,
2022-07-27,'399001,深证成指,12399.694,12439.224,12331.6974,12383.0519,12408.56,-8.866,-0.0715,,11963845112,2.12661542963e+11,,
2022-07-26,'399001,深证成指,12408.56,12453.1097,12266.8369,12308.7417,12291.5927,116.9673,0.9516,,11484257816,2.10971238001e+11,,
