日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2022-05-18,'600028,中国石化,4.31,4.35,4.3,4.35,4.35,-0.04,-0.9195,0.1294,123647554,533753679.0,5.21816913574e+11,4.11853993208e+11
2022-05-17,'600028,中国石化,4.35,4.38,4.33,4.34,4.33,0.02,0.4619,0.1397,133536603,581633921.0,5.2665976196e+11,4.1567630405e+11
2022-05-16,'600028,中国石化,4.33,4.34,4.3,4.34,4.31,0.02,0.464,0.1082,103399145,446719212.0,5.24238337767e+11,4.13765148629e+11
2022-05-13,'600028,中国石化,4.31,4.32,4.28,4.29,4.27,0.04,0.9368,0.1265,120842816,520394703.0,5.21816913574e+11,4.11853993208e+11
2022-05-12,'600028,中国石化,4.27,4.31,4.26,4.29,4.29,-0.02,-0.4662,0.0995,95049920,406756161.0,5.16974065188e+11,4.08031682366e+11
2022-05-11,'600028,中国石化,4.29,4.31,4.26,4.3,4.3,-0.01,-0.2326,0.1284,122658787,525295838.0,5.19395489381e+11,4.09942837787e+11
2022-05-10,'600028,中国石化,4.3,4.32,4.22,4.25,4.3,0.0,0.0,0.1899,181459757,774767073.0,5.20606201478e+11,4.10898415498e+11
2022-05-09,'600028,中国石化,4.3,4.32,4.26,4.28,4.28,0.02,0.4673,0.0935,89335298,383620663.0,5.20606201478e+11,4.10898415498e+11
2022-05-06,'600028,中国石化,4.28,4.33,4.27,4.31,4.35,-0.07,-1.6092,0.1464,139892470,600997030.0,5.18184777285e+11,4.08987260077e+11
2022-05-05,'600028,中国石化,4.35,4.39,4.32,4.35,4.34,0.01,0.2304,0.1746,166832570,726040831.0,5.2665976196e+11,4.1567630405e+11
2022-04-29,'600028,中国石化,4.34,4.36,4.27,4.32,4.32,0.02,0.463,0.186,177722587,767396599.0,5.25449049864e+11,4.1472072634e+11
2022-04-28,'600028,中国石化,4.32,4.34,4.24,4.25,4.22,0.1,2.3697,0.2483,237244862,1018789513.0,5.23027625671e+11,4.12809570919e+11
2022-04-27,'600028,中国石化,4.22,4.22,4.15,4.15,4.15,0.07,1.6867,0.1498,143103788,598522009.0,5.10920504706e+11,4.03253793814e+11
2022-04-26,'600028,中国石化,4.15,4.23,4.15,4.2,4.19,-0.04,-0.9547,0.1851,176892294,739779905.0,5.02445520031e+11,3.96564749841e+11
2022-04-25,'600028,中国石化,4.19,4.31,4.19,4.29,4.33,-0.14,-3.2333,0.2164,206751796,880142255.0,5.07288368417e+11,4.00387060683e+11
2022-04-22,'600028,中国石化,4.33,4.34,4.22,4.22,4.24,0.09,2.1226,0.1544,147535228,633041621.0,5.24238337767e+11,4.13765148629e+11
2022-04-21,'600028,中国石化,4.24,4.32,4.23,4.31,4.3,-0.06,-1.3953,0.1581,151089139,645520598.0,5.13341928899e+11,4.05164949235e+11
2022-04-20,'600028,中国石化,4.3,4.36,4.29,4.34,4.36,-0.06,-1.3761,0.1438,137386675,593013490.0,5.20606201478e+11,4.10898415498e+11
2022-04-19,'600028,中国石化,4.36,4.38,4.3,4.31,4.29,0.07,1.6317,0.151,144330453,626757117.0,5.27870474057e+11,4.16631881761e+11
2022-04-18,'600028,中国石化,4.29,4.35,4.28,4.34,4.35,-0.06,-1.3793,0.1409,134674058,580258505.0,5.19395489381e+11,4.09942837787e+11
2022-04-15,'600028,中国石化,4.35,4.4,4.35,4.38,4.39,-0.04,-0.9112,0.1301,124368239,543718531.0,5.2665976196e+11,4.1567630405e+11
2022-04-14,'600028,中国石化,4.39,4.41,4.36,4.38,4.35,0.04,0.9195,0.1441,137746142,603781484.0,5.31502610346e+11,4.19498614892e+11
2022-04-13,'600028,中国石化,4.35,4.39,4.34,4.35,4.35,0.0,0.0,0.1676,160185039,700326949.0,5.2665976196e+11,4.1567630405e+11
2022-04-12,'600028,中国石化,4.35,4.36,4.29,4.33,4.34,0.01,0.2304,0.1682,160743544,695248232.0,5.2665976196e+11,4.1567630405e+11
2022-04-11,'600028,中国石化,4.34,4.4,4.33,4.39,4.38,-0.04,-0.9132,0.1647,157423261,687234516.0,5.25449049864e+11,4.1472072634e+11
2022-04-08,'600028,中国石化,4.38,4.4,4.34,4.37,4.36,0.02,0.4587,0.1177,112452886,491208315.0,5.30291898249e+11,4.18543037181e+11
2022-04-07,'600028,中国石化,4.36,4.42,4.36,4.39,4.41,-0.05,-1.1338,0.1639,156646920,686670657.0,5.27870474057e+11,4.16631881761e+11
2022-04-06,'600028,中国石化,4.41,4.41,4.36,4.36,4.37,0.04,0.9153,0.1674,159942513,701904112.0,5.33924034539e+11,4.21409770313e+11
2022-04-01,'600028,中国石化,4.37,4.38,4.31,4.32,4.32,0.05,1.1574,0.1667,159251687,693447485.0,5.29081186153e+11,4.17587459471e+11
2022-03-31,'600028,中国石化,4.32,4.35,4.3,4.31,4.32,0.0,0.0,0.1373,131158677,567655310.0,5.23027625671e+11,4.12809570919e+11
2022-03-30,'600028,中国石化,4.32,4.33,4.28,4.31,4.33,-0.01,-0.2309,0.1385,132336913,569145410.0,5.23027625671e+11,4.12809570919e+11
2022-03-29,'600028,中国石化,4.33,4.34,4.25,4.26,4.29,0.04,0.9324,0.1598,152668301,655934826.0,5.24238337767e+11,4.13765148629e+11
2022-03-28,'600028,中国石化,4.29,4.31,4.21,4.25,4.16,0.13,3.125,0.2742,261976577,1117883496.0,5.19395489381e+11,4.09942837787e+11
2022-03-25,'600028,中国石化,4.16,4.18,4.13,4.14,4.15,0.01,0.241,0.103,98408555,409148870.0,5.03656232127e+11,3.97520327551e+11
2022-03-24,'600028,中国石化,4.15,4.17,4.14,4.15,4.13,0.02,0.4843,0.116,110856311,460715539.0,5.02445520031e+11,3.96564749841e+11
2022-03-23,'600028,中国石化,4.13,4.15,4.11,4.14,4.15,-0.02,-0.4819,0.0989,94522371,390490372.0,5.00024095838e+11,3.9465359442e+11
2022-03-22,'600028,中国石化,4.15,4.16,4.11,4.13,4.11,0.04,0.9732,0.1162,110999231,459569656.0,5.02445520031e+11,3.96564749841e+11
2022-03-21,'600028,中国石化,4.11,4.15,4.09,4.15,4.13,-0.02,-0.4843,0.113,108018446,444151182.0,4.97602671645e+11,3.92742438999e+11
2022-03-18,'600028,中国石化,4.13,4.14,4.09,4.1,4.08,0.05,1.2255,0.1599,152767963,628992799.0,5.00024095838e+11,3.9465359442e+11
2022-03-17,'600028,中国石化,4.08,4.11,4.05,4.08,4.06,0.02,0.4926,0.1679,160428998,654523473.0,4.93970535356e+11,3.89875705868e+11
2022-03-16,'600028,中国石化,4.06,4.07,3.96,4.02,3.98,0.08,2.0101,0.1845,176310355,706802670.0,4.91549111163e+11,3.87964550447e+11
2022-03-15,'600028,中国石化,3.98,4.11,3.97,4.1,4.11,-0.13,-3.163,0.3007,287309780,1158303513.0,4.81863414391e+11,3.80319928763e+11
2022-03-14,'600028,中国石化,4.11,4.19,4.11,4.13,4.15,-0.04,-0.9639,0.1557,148739420,617581227.0,4.97602671645e+11,3.92742438999e+11
2022-03-11,'600028,中国石化,4.15,4.17,4.07,4.12,4.15,0.0,0.0,0.1704,162844941,668621839.0,5.02445520031e+11,3.96564749841e+11
2022-03-10,'600028,中国石化,4.15,4.17,4.13,4.14,4.14,0.01,0.2415,0.1527,145890809,605686599.0,5.02445520031e+11,3.96564749841e+11
2022-03-09,'600028,中国石化,4.14,4.25,4.05,4.24,4.23,-0.09,-2.1277,0.2827,270163648,1125292665.0,5.01234807934e+11,3.9560917213e+11
2022-03-08,'600028,中国石化,4.23,4.32,4.21,4.31,4.35,-0.12,-2.7586,0.3253,310873581,1325258451.0,5.12131216803e+11,4.04209371525e+11
2022-03-07,'600028,中国石化,4.35,4.45,4.32,4.43,4.38,-0.03,-0.6849,0.2748,262568717,1151995816.0,5.2665976196e+11,4.1567630405e+11
2022-03-04,'600028,中国石化,4.38,4.42,4.35,4.42,4.44,-0.06,-1.3514,0.2424,231600186,1013701056.0,5.30291898249e+11,4.18543037181e+11
2022-03-03,'600028,中国石化,4.44,4.46,4.37,4.38,4.36,0.08,1.8349,0.3774,360681699,1595493709.0,5.37556170828e+11,4.24276503444e+11
2022-03-02,'600028,中国石化,4.36,4.39,4.34,4.36,4.32,0.04,0.9259,0.2922,279224499,1218688837.0,5.27870474057e+11,4.16631881761e+11
2022-03-01,'600028,中国石化,4.32,4.34,4.28,4.32,4.33,-0.01,-0.2309,0.1898,181403855,780832364.0,5.23027625671e+11,4.12809570919e+11
2022-02-28,'600028,中国石化,4.33,4.36,4.31,4.34,4.3,0.03,0.6977,0.1836,175487911,760120500.0,5.24238337767e+11,4.13765148629e+11
2022-02-25,'600028,中国石化,4.3,4.35,4.29,4.33,4.39,-0.09,-2.0501,0.3521,336436150,1453858453.0,5.20606201478e+11,4.10898415498e+11
2022-02-24,'600028,中国石化,4.39,4.45,4.31,4.33,4.33,0.06,1.3857,0.4647,444079972,1949429649.0,5.31502610346e+11,4.19498614892e+11
2022-02-23,'600028,中国石化,4.33,4.39,4.32,4.38,4.4,-0.07,-1.5909,0.1999,191024437,828411644.0,5.24238337767e+11,4.13765148629e+11
2022-02-22,'600028,中国石化,4.4,4.42,4.34,4.4,4.36,0.04,0.9174,0.2028,193828263,849034132.0,5.32713322442e+11,4.20454192602e+11
2022-02-21,'600028,中国石化,4.36,4.38,4.34,4.37,4.38,-0.02,-0.4566,0.098,93679728,408097333.0,5.27870474057e+11,4.16631881761e+11
2022-02-18,'600028,中国石化,4.38,4.38,4.32,4.33,4.35,0.03,0.6897,0.1096,104729777,456217700.0,5.30291898249e+11,4.18543037181e+11
2022-02-17,'600028,中国石化,4.35,4.38,4.32,4.33,4.35,0.0,0.0,0.1317,125887122,547256387.0,5.2665976196e+11,4.1567630405e+11
2022-02-16,'600028,中国石化,4.35,4.37,4.29,4.31,4.35,0.0,0.0,0.1441,137740446,597012584.0,5.2665976196e+11,4.1567630405e+11
2022-02-15,'600028,中国石化,4.35,4.43,4.33,4.41,4.44,-0.09,-2.027,0.2173,207664712,906578443.0,5.2665976196e+11,4.1567630405e+11
2022-02-14,'600028,中国石化,4.44,4.59,4.41,4.58,4.5,-0.06,-1.3333,0.3216,307322656,1374732025.0,5.37556170828e+11,4.24276503444e+11
2022-02-11,'600028,中国石化,4.5,4.61,4.42,4.44,4.45,0.05,1.1236,0.3206,306329470,1381637103.0,5.44820443407e+11,4.30009969707e+11
2022-02-10,'600028,中国石化,4.45,4.46,4.38,4.41,4.39,0.06,1.3667,0.1867,178386242,790349174.0,5.38766882925e+11,4.25232081155e+11
2022-02-09,'600028,中国石化,4.39,4.43,4.38,4.38,4.42,-0.03,-0.6787,0.1979,189094191,832249141.0,5.31502610346e+11,4.19498614892e+11
2022-02-08,'600028,中国石化,4.42,4.43,4.32,4.33,4.36,0.06,1.3761,0.2848,272179145,1192232931.0,5.35134746635e+11,4.22365348023e+11
2022-02-07,'600028,中国石化,4.36,4.38,4.25,4.25,4.19,0.17,4.0573,0.3619,345857172,1497010469.0,5.27870474057e+11,4.16631881761e+11
2022-01-28,'600028,中国石化,4.19,4.26,4.18,4.25,4.23,-0.04,-0.9456,0.1821,174000620,732503385.0,5.07288368417e+11,4.00387060683e+11
2022-01-27,'600028,中国石化,4.23,4.27,4.22,4.24,4.25,-0.02,-0.4706,0.1759,168069732,713732169.0,5.12131216803e+11,4.04209371525e+11
2022-01-26,'600028,中国石化,4.25,4.26,4.18,4.21,4.19,0.06,1.432,0.1584,151337401,638377005.0,5.14552640996e+11,4.06120526946e+11
2022-01-25,'600028,中国石化,4.19,4.27,4.18,4.26,4.28,-0.09,-2.1028,0.1867,178430360,753116615.0,5.07288368417e+11,4.00387060683e+11
2022-01-24,'600028,中国石化,4.28,4.31,4.26,4.29,4.29,-0.01,-0.2331,0.1133,108255840,464033264.0,5.18184777285e+11,4.08987260077e+11
2022-01-21,'600028,中国石化,4.29,4.32,4.25,4.31,4.35,-0.06,-1.3793,0.1824,174260523,745239426.0,5.19395489381e+11,4.09942837787e+11
2022-01-20,'600028,中国石化,4.35,4.36,4.29,4.3,4.34,0.01,0.2304,0.1481,141549303,613204725.0,5.2665976196e+11,4.1567630405e+11
2022-01-19,'600028,中国石化,4.34,4.37,4.31,4.35,4.34,0.0,0.0,0.1432,136853238,593848975.0,5.25449049864e+11,4.1472072634e+11
2022-01-18,'600028,中国石化,4.34,4.34,4.23,4.24,4.23,0.11,2.6005,0.2342,223752770,961324476.0,5.25449049864e+11,4.1472072634e+11
2022-01-17,'600028,中国石化,4.23,4.3,4.21,4.28,4.25,-0.02,-0.4706,0.1662,158774427,673429711.0,5.12131216803e+11,4.04209371525e+11
2022-01-14,'600028,中国石化,4.25,4.36,4.25,4.36,4.37,-0.12,-2.746,0.2153,205778466,882886151.0,5.14552640996e+11,4.06120526946e+11
2022-01-13,'600028,中国石化,4.37,4.41,4.34,4.35,4.32,0.05,1.1574,0.2672,255377092,1118794104.0,5.29081186153e+11,4.17587459471e+11
2022-01-12,'600028,中国石化,4.32,4.37,4.31,4.35,4.3,0.02,0.4651,0.1491,142507078,617912253.0,5.23027625671e+11,4.12809570919e+11
2022-01-11,'600028,中国石化,4.3,4.35,4.3,4.33,4.34,-0.04,-0.9217,0.1209,115552413,499307944.0,5.20606201478e+11,4.10898415498e+11
2022-01-10,'600028,中国石化,4.34,4.37,4.3,4.33,4.35,-0.01,-0.2299,0.1833,175182904,758579420.0,5.25449049864e+11,4.1472072634e+11
2022-01-07,'600028,中国石化,4.35,4.42,4.28,4.3,4.27,0.08,1.8735,0.2534,242168275,1052533659.0,5.2665976196e+11,4.1567630405e+11
2022-01-06,'600028,中国石化,4.27,4.31,4.26,4.28,4.28,-0.01,-0.2336,0.1294,123649325,529402921.0,5.16974065188e+11,4.08031682366e+11
2022-01-05,'600028,中国石化,4.28,4.3,4.25,4.27,4.26,0.02,0.4695,0.1568,149797818,641183080.0,5.18184777285e+11,4.08987260077e+11
2022-01-04,'600028,中国石化,4.26,4.27,4.22,4.24,4.23,0.03,0.7092,0.1395,133339718,566609951.0,5.15763353092e+11,4.07076104656e+11
2021-12-31,'600028,中国石化,4.23,4.24,4.21,4.22,4.22,0.01,0.237,0.0734,70121411,296672914.0,5.12131216803e+11,4.04209371525e+11
2021-12-30,'600028,中国石化,4.22,4.24,4.22,4.23,4.24,-0.02,-0.4717,0.0936,89446224,378277948.0,5.10920504706e+11,4.03253793814e+11
2021-12-29,'600028,中国石化,4.24,4.25,4.21,4.24,4.24,0.0,0.0,0.0678,64788133,274232623.0,5.13341928899e+11,4.05164949235e+11
2021-12-28,'600028,中国石化,4.24,4.27,4.22,4.26,4.25,-0.01,-0.2353,0.088,84063243,356159584.0,5.13341928899e+11,4.05164949235e+11
2021-12-27,'600028,中国石化,4.25,4.25,4.2,4.21,4.21,0.04,0.9501,0.1074,102619963,434894579.0,5.14552640996e+11,4.06120526946e+11
2021-12-24,'600028,中国石化,4.21,4.26,4.2,4.25,4.25,-0.04,-0.9412,0.0772,73779514,311562431.0,5.0970979261e+11,4.02298216104e+11
2021-12-23,'600028,中国石化,4.25,4.25,4.2,4.21,4.2,0.05,1.1905,0.1112,106305984,449481766.0,5.14552640996e+11,4.06120526946e+11
2021-12-22,'600028,中国石化,4.2,4.25,4.19,4.23,4.21,-0.01,-0.2375,0.086,82139475,346537798.0,5.08499080513e+11,4.01342638393e+11
2021-12-21,'600028,中国石化,4.21,4.22,4.17,4.18,4.18,0.03,0.7177,0.0865,82630543,347200094.0,5.0970979261e+11,4.02298216104e+11
2021-12-20,'600028,中国石化,4.18,4.21,4.17,4.18,4.2,-0.02,-0.4762,0.0911,87010642,364190877.0,5.0607765632e+11,3.99431482972e+11
2021-12-17,'600028,中国石化,4.2,4.24,4.19,4.21,4.22,-0.02,-0.4739,0.1,95602809,402619934.0,5.08499080513e+11,4.01342638393e+11
2021-12-16,'600028,中国石化,4.22,4.22,4.16,4.17,4.15,0.07,1.6867,0.1097,104785926,439508035.0,5.10920504706e+11,4.03253793814e+11
2021-12-15,'600028,中国石化,4.15,4.18,4.14,4.15,4.16,-0.01,-0.2404,0.0731,69862541,290428102.0,5.02445520031e+11,3.96564749841e+11
2021-12-14,'600028,中国石化,4.16,4.21,4.16,4.21,4.22,-0.06,-1.4218,0.1027,98174385,409578290.0,5.03656232127e+11,3.97520327551e+11
2021-12-13,'600028,中国石化,4.22,4.26,4.21,4.22,4.22,0.0,0.0,0.1026,98005780,414644226.0,5.10920504706e+11,4.03253793814e+11
2021-12-10,'600028,中国石化,4.22,4.26,4.19,4.25,4.27,-0.05,-1.171,0.178,170108160,717671831.0,5.10920504706e+11,4.03253793814e+11
2021-12-09,'600028,中国石化,4.27,4.28,4.21,4.23,4.22,0.05,1.1848,0.1698,162228694,690375406.0,5.16974065188e+11,4.08031682366e+11
2021-12-08,'600028,中国石化,4.22,4.25,4.21,4.24,4.23,-0.01,-0.2364,0.1227,117228826,494953463.0,5.10920504706e+11,4.03253793814e+11
