日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2022-08-19,'000001,上证指数,3258.0784,3286.4911,3258.0637,3275.6229,3277.5438,-19.4654,-0.5939,,333535471,4.57863361108e+11,,
2022-08-18,'000001,上证指数,3277.5438,3289.1415,3270.5584,3286.3669,3292.526,-14.9822,-0.455,,301694778,4.1807519968e+11,,
2022-08-17,'000001,上证指数,3292.526,3295.9976,3263.3483,3282.1008,3277.8847,14.6413,0.4467,,326124759,4.23859011368e+11,,
2022-08-16,'000001,上证指数,3277.8847,3295.0226,3271.5703,3278.6756,3276.087,1.7977,0.0549,,303592274,4.09210082291e+11,,
2022-08-15,'000001,上证指数,3276.087,3286.891,3261.8151,3268.3653,3276.8877,-0.8007,-0.0244,,287106773,3.87257744646e+11,,
2022-08-12,'000001,上证指数,3276.8877,3288.2233,3272.8406,3275.77,3281.6654,-4.7777,-0.1456,,299932928,4.03906156289e+11,,
2022-08-11,'000001,上证指数,3281.6654,3281.6654,3237.9041,3243.4716,3230.02,51.6454,1.5989,,300605376,4.27399149616e+11,,
2022-08-10,'000001,上证指数,3230.02,3253.1662,3217.8065,3242.3622,3247.4318,-17.4118,-0.5362,,257583592,3.90066120147e+11,,
2022-08-09,'000001,上证指数,3247.4318,3248.7718,3227.5394,3235.7351,3236.9337,10.4981,0.3243,,259605467,3.91415560267e+11,,
2022-08-08,'000001,上证指数,3236.9337,3237.9693,3214.0826,3218.8511,3227.0267,9.907,0.307,,254268050,3.9227717849e+11,,
2022-08-05,'000001,上证指数,3227.0267,3228.8863,3184.4549,3195.2274,3189.0391,37.9876,1.1912,,274683729,4.14055641493e+11,,
2022-08-04,'000001,上证指数,3189.0391,3190.9992,3155.7039,3179.4278,3163.6741,25.365,0.8018,,260898943,3.71146916078e+11,,
2022-08-03,'000001,上证指数,3163.6741,3217.5496,3159.457,3188.8906,3186.2664,-22.5923,-0.7091,,324885673,4.55409764943e+11,,
2022-08-02,'000001,上证指数,3186.2664,3231.2621,3155.1866,3231.2621,3259.9585,-73.6921,-2.2605,,394176168,4.75962696161e+11,,
2022-08-01,'000001,上证指数,3259.9585,3264.3041,3225.5533,3246.6161,3253.2382,6.7203,0.2066,,292204805,3.99000239744e+11,,
2022-07-29,'000001,上证指数,3253.2382,3294.8045,3246.3677,3282.8114,3282.5758,-29.3376,-0.8937,,307331047,4.10553093404e+11,,
2022-07-28,'000001,上证指数,3282.5758,3305.7057,3277.1078,3287.5019,3275.7553,6.8205,0.2082,,288055056,3.95925555549e+11,,
2022-07-27,'000001,上证指数,3275.7553,3282.5739,3265.7267,3271.7825,3277.4356,-1.6803,-0.0513,,249131485,3.39768241053e+11,,
2022-07-26,'000001,上证指数,3277.4356,3282.4133,3246.044,3254.1852,3250.388,27.0476,0.8321,,259468676,3.34421587036e+11,,
2022-07-25,'000001,上证指数,3250.388,3273.1836,3243.0311,3269.707,3269.9739,-19.5859,-0.599,,271245744,3.48281870965e+11,,
2022-07-22,'000001,上证指数,3269.9739,3293.6439,3246.7313,3276.1966,3272.0012,-2.0273,-0.062,,300690066,3.83576011593e+11,,
2022-07-21,'000001,上证指数,3272.0012,3300.5345,3272.0012,3297.6614,3304.7243,-32.7231,-0.9902,,332358707,4.20696576742e+11,,
2022-07-20,'000001,上证指数,3304.7243,3308.3472,3287.7441,3291.5507,3279.4313,25.293,0.7713,,301515123,3.83422746838e+11,,
2022-07-19,'000001,上证指数,3279.4313,3283.9295,3256.0152,3278.7221,3278.1033,1.328,0.0405,,315651918,3.96042358323e+11,,
2022-07-18,'000001,上证指数,3278.1033,3278.4715,3226.2315,3235.0881,3228.0609,50.0424,1.5502,,348346022,4.233572723e+11,,
2022-07-15,'000001,上证指数,3228.0609,3288.9198,3228.0609,3261.3826,3281.744,-53.6831,-1.6358,,380156371,4.60877019141e+11,,
2022-07-14,'000001,上证指数,3281.744,3299.2512,3261.4934,3277.4545,3284.2918,-2.5478,-0.0776,,355926432,4.31969353548e+11,,
2022-07-13,'000001,上证指数,3284.2918,3297.0185,3266.4811,3279.6025,3281.4665,2.8253,0.0861,,331845669,3.94134617511e+11,,
2022-07-12,'000001,上证指数,3281.4665,3319.2512,3277.0794,3307.2211,3313.584,-32.1175,-0.9693,,334600539,4.10950560718e+11,,
2022-07-11,'000001,上证指数,3313.584,3341.1016,3297.005,3341.1016,3356.0778,-42.4938,-1.2662,,342669193,4.24942266313e+11,,
2022-07-08,'000001,上证指数,3356.0778,3386.3149,3354.1209,3380.3686,3364.398,-8.3202,-0.2473,,322921072,4.21883933133e+11,,
2022-07-07,'000001,上证指数,3364.398,3375.8595,3332.3092,3353.1283,3355.3497,9.0483,0.2697,,334400202,4.38203112921e+11,,
2022-07-06,'000001,上证指数,3355.3497,3391.0265,3333.0965,3391.0265,3404.0252,-48.6755,-1.4299,,384630047,4.87474666924e+11,,
2022-07-05,'000001,上证指数,3404.0252,3424.8366,3372.0623,3411.1297,3405.4267,-1.4015,-0.0412,,411699672,5.16605703878e+11,,
2022-07-04,'000001,上证指数,3405.4267,3405.6185,3364.0947,3381.8194,3387.6373,17.7894,0.5251,,357737919,4.89347955347e+11,,
2022-07-01,'000001,上证指数,3387.6373,3404.0523,3378.3621,3400.2616,3398.6161,-10.9788,-0.323,,350489299,4.58435288456e+11,,
2022-06-30,'000001,上证指数,3398.6161,3417.0085,3358.9338,3358.9338,3361.5177,37.0984,1.1036,,381243178,5.10307202948e+11,,
2022-06-29,'000001,上证指数,3361.5177,3414.6467,3358.4676,3399.6779,3409.2103,-47.6926,-1.3989,,440573559,5.61306976812e+11,,
2022-06-28,'000001,上证指数,3409.2103,3412.1017,3358.8666,3377.6793,3379.1852,30.0251,0.8885,,412056516,5.25512509335e+11,,
2022-06-27,'000001,上证指数,3379.1852,3393.3091,3364.003,3364.003,3349.747,29.4382,0.8788,,414117738,5.41573846134e+11,,
2022-06-24,'000001,上证指数,3349.747,3356.7145,3322.9496,3324.736,3320.1487,29.5983,0.8915,,390819734,5.09615998469e+11,,
2022-06-23,'000001,上证指数,3320.1487,3320.1487,3262.2939,3269.0545,3267.2016,52.9471,1.6206,,400614211,4.74200107522e+11,,
2022-06-22,'000001,上证指数,3267.2016,3311.0209,3266.5427,3309.1184,3306.7186,-39.517,-1.1951,,375529782,4.40850994256e+11,,
2022-06-21,'000001,上证指数,3306.7186,3329.39,3279.8269,3313.7874,3315.4302,-8.7116,-0.2628,,394456891,4.7179364537e+11,,
2022-06-20,'000001,上证指数,3315.4302,3333.9025,3292.9279,3315.7833,3316.7857,-1.3555,-0.0409,,413460410,5.27751758046e+11,,
2022-06-17,'000001,上证指数,3316.7857,3323.2797,3262.8936,3265.5124,3285.3845,31.4012,0.9558,,395300700,4.97252170222e+11,,
2022-06-16,'000001,上证指数,3285.3845,3319.689,3277.5306,3306.8353,3305.4066,-20.0221,-0.6057,,433220868,5.06053993841e+11,,
2022-06-15,'000001,上证指数,3305.4066,3358.5453,3288.8512,3289.1036,3288.9066,16.5,0.5017,,550584131,6.21972527663e+11,,
2022-06-14,'000001,上证指数,3288.9066,3289.1343,3195.8192,3224.2141,3255.5511,33.3555,1.0246,,450388187,5.13844989478e+11,,
2022-06-13,'000001,上证指数,3255.5511,3272.9906,3229.3089,3256.275,3284.8341,-29.283,-0.8915,,438578312,5.11966171759e+11,,
2022-06-10,'000001,上证指数,3284.8341,3286.6195,3210.8083,3214.1848,3238.9543,45.8798,1.4165,,439865730,5.04153681088e+11,,
2022-06-09,'000001,上证指数,3238.9543,3270.5571,3223.4751,3259.4899,3263.7934,-24.8391,-0.7611,,422728372,4.6845821429e+11,,
2022-06-08,'000001,上证指数,3263.7934,3266.6298,3216.0148,3245.0173,3241.7635,22.0299,0.6796,,434183270,5.08408534897e+11,,
2022-06-07,'000001,上证指数,3241.7635,3253.093,3222.6354,3235.416,3236.3719,5.3916,0.1666,,402203220,4.8220319691e+11,,
2022-06-06,'000001,上证指数,3236.3719,3237.071,3181.647,3196.9552,3195.458,40.9139,1.2804,,422027835,5.17314346904e+11,,
2022-06-02,'000001,上证指数,3195.458,3197.2818,3163.7555,3170.3055,3182.1566,13.3014,0.418,,361770632,4.13729263917e+11,,
2022-06-01,'000001,上证指数,3182.1566,3190.6094,3160.0399,3179.6949,3186.4271,-4.2705,-0.134,,365664432,4.02419941241e+11,,
2022-05-31,'000001,上证指数,3186.4271,3188.6026,3142.0044,3149.9443,3149.0607,37.3664,1.1866,,374523265,4.3252802188e+11,,
2022-05-30,'000001,上证指数,3149.0607,3150.8923,3123.1495,3141.956,3130.2394,18.8213,0.6013,,349362285,3.76667694193e+11,,
2022-05-27,'000001,上证指数,3130.2394,3151.047,3112.5443,3135.0315,3123.1079,7.1315,0.2283,,359463866,3.72631595527e+11,,
2022-05-26,'000001,上证指数,3123.1079,3133.2767,3079.4812,3111.4817,3107.4641,15.6438,0.5034,,370305518,3.77364655262e+11,,
2022-05-25,'000001,上证指数,3107.4641,3107.6279,3069.9459,3070.1702,3070.9272,36.5369,1.1898,,342259227,3.42322167668e+11,,
2022-05-24,'000001,上证指数,3070.9272,3153.1299,3070.9272,3149.059,3146.8573,-75.9301,-2.4129,,416312158,4.38605376464e+11,,
2022-05-23,'000001,上证指数,3146.8573,3150.5093,3127.8986,3150.4898,3146.5673,0.29,0.0092,,353376325,3.81178569222e+11,,
2022-05-20,'000001,上证指数,3146.5673,3146.5673,3107.0941,3107.0941,3096.9648,49.6025,1.6016,,372336636,4.15306218189e+11,,
2022-05-19,'000001,上证指数,3096.9648,3096.9648,3042.6742,3046.7104,3085.9768,10.988,0.3561,,336600749,3.60018210692e+11,,
2022-05-18,'000001,上证指数,3085.9768,3105.8419,3071.305,3095.8862,3093.6965,-7.7197,-0.2495,,315037923,3.38849162214e+11,,
2022-05-17,'000001,上证指数,3093.6965,3093.6965,3057.6406,3076.4982,3073.7488,19.9477,0.649,,330356537,3.51671298471e+11,,
2022-05-16,'000001,上证指数,3073.7488,3102.577,3063.3977,3100.55,3084.2845,-10.5357,-0.3416,,338108492,3.48957705494e+11,,
2022-05-13,'000001,上证指数,3084.2845,3086.0957,3059.2527,3068.0331,3054.994,29.2905,0.9588,,331737852,3.40942192653e+11,,
2022-05-12,'000001,上证指数,3054.994,3072.1574,3032.9452,3044.7997,3058.7027,-3.7087,-0.1213,,344440477,3.68879652308e+11,,
2022-05-11,'000001,上证指数,3058.7027,3100.8998,3034.6745,3035.3893,3035.8442,22.8585,0.753,,423991912,4.72963382231e+11,,
2022-05-10,'000001,上证指数,3035.8442,3043.7789,2957.3968,2965.7759,3004.1409,31.7033,1.0553,,370660980,3.84012598375e+11,,
